,title,video_id,video_date,video_view,video_like
911,[DPL] 8강전 다시보기 - B조 3경기,9B9HlZwC2xM,2016-11-16T03:43:53Z,23328,19
912,[DPL] 8강전 다시보기 - B조 4경기,JJKvbBS-uzM,2016-11-16T03:43:52Z,44065,107
913,[던파나 하자] 시험편,mL-A7hLcwwI,2016-11-16T00:25:43Z,280926,39
914,[던파나 하자] 연인편,V3CZspS2LqI,2016-11-14T01:44:38Z,347123,34
915,[던파나 하자] 휴가편,0IYNXxqGaIo,2016-11-12T09:59:50Z,459739,43
916,[던파나 하자] 추격편,yAe5191Xzkw,2016-11-10T06:06:32Z,289063,32
917,[마계역사특강] CHAPTER 3. 루크와 검은 악몽,oalnW3zZJB0,2016-11-03T01:05:00Z,14995,95
918,[마계역사특강] CHAPTER 2. 마계와 루크,qWjSdZnaBjo,2016-10-27T01:00:23Z,17449,73
919,[마계역사특강] CHAPTER 1. 마계와 창신세기 - 2부,uGXg09C4g4Y,2016-10-20T08:09:54Z,15462,82
920,[마계역사특강] CHAPTER 1. 마계와 창신세기 - 1부,jsJdmD1dSns,2016-10-20T08:09:50Z,19461,112
921,Season 5. 마계 프리퀄 [루크 추적기 4화] - 현혹,FMaLj5iBQ-M,2016-10-20T06:35:18Z,47809,157
922,[던파OST] 컬쳐어택 Act. 5 던파 라이브 콘서트 2부,kl0ZXC7h_uQ,2016-10-18T09:59:41Z,55282,244
923,[던파OST] 컬쳐어택 Act. 5 던파 라이브 콘서트 1부,_xBuk_g-4Qw,2016-10-18T09:58:51Z,57764,375
924,[던파OST] 던파 라이브 콘서트_메이킹 영상,POL_A5cWsNw,2016-10-18T07:25:52Z,8569,27
925,[컬쳐어택 Act 5] 던파 라이브 콘서트 - 히든 게스트,dVlXVwLZLTE,2016-10-14T01:10:47Z,15664,103
926,시즌 5 Act 1. 건설자 루크,2lk8xXNQ7R4,2016-10-12T09:14:57Z,195100,157
927,Season 5. 마계 프리퀄 [루크 추적기 3화] - 헤일리,pVIL7FVBhS4,2016-10-06T01:00:48Z,51476,149
928,Season 5. 마계 프리퀄 [루크 추적기 2화] - 붉은 마녀,_hCD6QrYsM4,2016-09-22T01:01:23Z,83214,227
929,Season 5. 마계 애니메이션 [15초],3KgRwkkBgLw,2016-09-01T01:38:38Z,1078954,54
930,Season 5. 마계 프리퀄 [루크 추적기 1화] - 검은 악몽,UippsrXwD-s,2016-09-01T01:32:44Z,50027,172
931,Season 5. 마계 애니메이션 공개!,Wmhq18w0-HI,2016-09-01T01:01:24Z,189746,391
932,시즌 5. 마계 프로모션 영상,x1wPjXs90W0,2016-09-01T00:06:26Z,104706,161
933,[시즌 5. 마계] 뱀파이어 로드 플레이 영상,vyvAMENp5Ec,2016-09-01T00:06:26Z,148717,79
934,[시즌5 마계] 아이올로스 플레이 영상,B-_hRbHCMFM,2016-09-01T00:06:26Z,119289,88
935,[시즌 5. 마계] 어센션 플레이 영상,2fm7QlqipHU,2016-09-01T00:06:26Z,161456,122
936,"Season 5. 마계, Coming soon",y84iT8pOVWM,2016-08-25T06:26:55Z,443571,65
937,[던파] 결투장 시즌4 가이드,-VD9au2uBEI,2016-08-12T07:07:33Z,3422,11
938,Act 21 외전. 결투장 시즌4 프로모션 영상,9yfJ831rkCY,2016-08-10T10:02:42Z,29177,23
939,[던파 11주년 기념] 9로니클 송,09hHik7YKOM,2016-08-05T01:09:18Z,31812,107
940,던전앤파이터(던파) 총력전 토너먼트 4강 & 결승전,TY6qCyO4oh0,2016-07-25T04:59:19Z,20106,38
941,성우 남도형의 남다른 남법사 성우쇼!,Jb79i1nPmqs,2016-07-20T07:16:45Z,81527,648
942,성우 남도형의 남법사 녹음 인터뷰,7flJOCYm3g8,2016-07-20T07:16:28Z,57108,552
943,[남마법사 CF] 다섯 레인저 출동!,TGp_rSUKoSU,2016-07-15T10:03:58Z,787218,299
944,[Act 21. 다섯 개의 심장] 스위프트 마스터 플레이 영상,cz1OyT1ZfIY,2016-07-13T09:09:01Z,114532,82
945,[Act 21. 다섯 개의 심장] 블러드메이지 플레이 영상,IYdMhik4G8Y,2016-07-13T09:09:01Z,119593,107
946,[Act 21. 다섯 개의 심장] 디멘션워커 플레이 영상,Uf8eKos2gyI,2016-07-13T09:08:45Z,112338,87
947,"[Act 21. 다섯 개의 심장] 스위프트 마스터 1차 각성, 스톰브링어",YJsizc0c--A,2016-07-13T09:08:34Z,62019,27
948,"[Act 21. 다섯 개의 심장] 디멘션워커 1차 각성, 이레귤러",H37mEZntRbE,2016-07-13T09:08:21Z,80045,27
949,"[Act 21. 다섯 개의 심장] 블러드 메이지 1차 각성, 뱀파이어",-ikiUhwMemk,2016-07-13T09:08:03Z,92177,39
950,[Act 21. 다섯 개의 심장] 프로모션 영상,U63ZO61kPu8,2016-07-13T09:07:44Z,216048,405
951,2016 던전앤파이터(던파) 총력전 토너먼트 8강 명경기,2i_jJHeXLwU,2016-07-13T05:39:56Z,11832,16
952,2016 던전앤파이터(던파) 총력전 토너먼트 16강 명경기,C81NSrgNnbw,2016-07-07T02:22:56Z,14925,25
953,[던파OST] Fly High (Vocal By Raon Lee),NInrFWfVgQw,2016-07-05T06:12:31Z,66908,335
954,[시즌서버 CF] 액션 좋아해? 던파로 느껴봐!,8l-YQb7yIf8,2016-06-23T03:20:48Z,11973,50
955,[Act 20 외전. 각성 안톤: 끝없는 전쟁] 프로모션 영상,DWxfgr9pam4,2016-06-22T11:55:23Z,77276,35
956,[던전앤파이터]시즌서버 가이드 영상,G6rOlA9Qk7Q,2016-06-22T08:53:14Z,6468,19
957,[던전앤파이터] 캐릭터 시네마틱 영상 - 귀검사(여),EFMzEx4HJJ8,2016-06-16T00:52:32Z,164982,265
958,DNF 2016 SUMMER UPDATE,hUVlLKrnfxg,2016-06-15T06:51:41Z,13369,41
959,던파 세계관 시네마틱 영상,nOq-qjTv8aA,2016-06-03T09:57:38Z,14614,46
960,[Act 20. 자각] 크리에이터플레이 영상,3AmBCd8Hgac,2016-05-18T08:02:17Z,113991,61
961,[Act 20. 자각] 다크나이트 플레이 영상,SmWlmAsEXWI,2016-05-18T08:02:01Z,154305,102
962,[Act 20. 자각] 프로모션 영상,5bEKzQA4xm0,2016-05-18T08:01:45Z,144105,127
963,2016 만우절도 던전앤파이터와 함께!,FGE786ILmY8,2016-03-31T01:51:12Z,48493,105
964,[VR] 천지를 뚫다. 마창사 2차 각성 소개 영상,P2n6F2YB91I,2016-03-23T02:09:21Z,60468,98
965,[Act 19. 천지를 뚫다] 듀란달 플레이영상,ZMoIuu7K4VI,2016-03-21T14:55:14Z,189223,178
966,[Act 19. 천지를 뚫다] 워로드 플레이 영상,MGL-u4aH1pM,2016-03-21T14:55:14Z,133704,85
967,"던파 11주년 특별 기획 - 시그날 (1, 2, 3화 최종 공개!)",O8Js44cN5-0,2016-03-21T05:23:38Z,6370,14
968,던파 11주년 특별 기획 - 시그날(1화/2화 공개!),scS7LZLb9Aw,2016-03-18T10:05:07Z,8386,21
969,던파 11주년 특별 기획 - 시그날 (티저),tRjcicPdbVY,2016-03-17T09:18:19Z,9754,22
970,[Act 19. 천지를 뚫다] 프로모션 영상,61HKeQwAfCo,2016-03-17T09:17:44Z,111431,174
971,[던파] 에픽 무기 항아리를 여는 출석체크 이벤트!,mIZ7naFyk2k,2016-02-25T01:12:00Z,16776,37
972,[던파] 그래픽 업그레이드,SXXNPBuWhnc,2016-02-19T02:14:07Z,18928,23
973,[Act 18. The treasures hunter : 흑요정 유적지] 프로모션 영상,e-eS-HvPMnE,2016-02-19T02:05:02Z,53154,58
974,[Act 17 외전. 길드의부름] 프로모션 영상,wxvMWEo5Z_I,2016-02-16T07:02:41Z,44042,41
975,[던파] 세리아재의 윤디런,u3Xg9VL9Obs,2016-02-04T06:43:58Z,6009,31
976,[Act 17. 마창의 주인] 하이랜더 각성기,shLDAcJLTro,2016-01-19T08:56:02Z,113993,16
977,[Act 17. 마창의 주인] 레버넌트 각성기,1pKe4uUzMCw,2016-01-19T08:56:02Z,130453,16
978,마창사 전직 뱅가드 스킬 콤보 1,P0uOTBz7Pg0,2016-01-19T06:26:36Z,24985,5
979,마창사 전직 뱅가드 스킬 콤보 2,5IDvPlKymPk,2016-01-19T06:26:22Z,21794,4
980,마창사 전직 뱅가드 스킬 콤보 3,t5b-s30rRP8,2016-01-19T06:26:05Z,20307,7
981,마창사 전직 듀얼리스트 스킬 콤보 1,qKEmW0P_QJs,2016-01-19T06:25:42Z,24384,5
982,마창사 전직 듀얼리스트 스킬 콤보 2,YtaVK1W0rxw,2016-01-19T06:25:24Z,22629,6
983,[Act 17. 마창의 주인] 프로모션 영상,Viy5OQM5AX0,2016-01-19T06:24:59Z,119582,116
984,[Act 17. 마창의 주인] 듀얼리스트 플레이 영상,_CSYpAWVcxM,2016-01-19T06:24:28Z,140259,44
985,Act 17. 마창의 주인 UPDATE!,X85bvzpcqm4,2016-01-19T06:23:49Z,47654,17
986,마창사 전직 듀얼리스트 스킬 콤보 3,D9gWn8n1v-Q,2016-01-19T06:22:40Z,20673,5
987,[Act 17. 마창의 주인] 뱅가드 플레이 영상,JQV8Pw74_yM,2016-01-13T10:29:28Z,157822,82
988,[던파OST] 마창사 테마곡 Crack is over (feat.Raon Lee),Skgxe7qEZUE,2016-01-07T01:02:47Z,334492,1286
989,[던파] 이애란 - 던파인생,XkFU2lDapzc,2015-12-24T10:15:45Z,104054,300
990,던파인생 뮤직비디오 teaser,UEls8cIT504,2015-12-24T10:03:34Z,9764,18
991,[던파OST] DnF 'Piano',xclQxgZwMOs,2015-12-24T01:08:46Z,105718,818
992,[Act 16. 차원을 달리는 소녀] 마신 플레이 영상,wUeipnnnrwo,2015-12-16T09:46:17Z,152563,66
993,[Act 16. 차원을 달리는 소녀] 가이아 플레이 영상,Gfa0rczNlQA,2015-12-16T09:46:05Z,135122,61
994,[Act 16. 차원을 달리는 소녀] 프로모션 영상,hrfqAI-RFPg,2015-12-16T09:45:56Z,124653,125
995,[던파OST] DnF 'Vocal Collection',1eRGrB8kyoU,2015-12-15T05:18:07Z,359818,2429
996,[던파OST] 요조 - 늘 그랬듯,Fi6xB7cHlZ0,2015-12-15T05:17:56Z,25401,149
997,[던파OST] 레쉬폰(Leshphon) M/V,KxtxGyEmkYM,2015-12-15T05:17:45Z,750749,5794
998,[던전앤파이터] 도전을 모아 희망을 나눠요,dqZNzB-3Y0g,2015-11-06T10:55:41Z,5987,37
999,[Act 15 외전. 점령대전] 프로모션 영상,AiRyuxNoNUI,2015-10-07T09:03:03Z,57336,29
1000,[Act 15 여신의 검] 프로모션 영상,WRZuzxKn8JY,2015-09-16T10:31:54Z,185290,286
1001,[Act 15. 여신의 검] 검제 플레이 영상!,MEdmuVoJ4lA,2015-09-16T10:08:40Z,149143,129
1002,[Act 15. 여신의 검] 디어사이드 플레이 영상!,Xtq-nrOS0dA,2015-09-16T10:08:40Z,128407,118
1003,[Act 15. 여신의 검] 네메시스 플레이 영상,dwPUbpQZnEQ,2015-09-16T09:55:19Z,132839,123
1004,[Act 15. 여신의 검] 마제스티 플레이 영상,cmdFehTrlh0,2015-09-16T09:53:37Z,149031,116
1005,[Act 14. 심연의 끝] 이터널 플레이 영상,TGzpfmHntCA,2015-08-26T08:46:19Z,76923,52
1006,[Act 14. 심연의 끝] 오블리비언 플레이 영상,bhEiWVeQ9-A,2015-08-26T08:46:11Z,81852,74
1007,[Act 14. 심연의 끝] 프로모션 영상,fdk8jCeoDfs,2015-08-26T08:46:01Z,106905,271
1008,[던파 열풍 CF 풀버전] 열받은 허셰프! 본 때를 보여주마!,x4BfUeR2vYE,2015-08-17T08:27:04Z,139294,48
1009,[던파 열풍 TVCF] 허셰프! 열 받았다!!,GM_8u5dEi6g,2015-08-14T01:03:18Z,1471,10
1010,[던파 열풍] 프로모션 영상,92h-zmBZk2Q,2015-08-14T01:03:18Z,42601,20
1011,[던파 열풍 CF 2편] 허셰프! 본 때를 보여주다!,IHjEIwq0k7E,2015-08-14T01:03:18Z,33104,16
1012,[가이드] 격투가(남) - 넨마스터 추천 스킬,OlXF1cB7C3g,2015-08-10T01:29:51Z,8893,16
1013,[가이드] 격투가(남) - 스트라이커 결투장 추천 콤보,lwD--f8KORg,2015-08-10T01:29:35Z,25342,85
1014,[가이드] 격투가(남) - 넨마스터 결투장 추천 콤보,bTZZQBydVfQ,2015-08-10T01:29:21Z,7139,22
1015,[가이드] 격투가(남) - 스트라이커 추천 스킬,uQxJVsz7Zd8,2015-08-10T01:29:04Z,17797,30
1016,[던파 열풍 CF] 허셰프! 열 받았다!!,kNHjONEGLqk,2015-08-07T10:57:55Z,318204,40
1017,[던파 10주년 열파참] 업데이트 발표 영상,eHPMMJopX0E,2015-07-31T08:49:50Z,23622,104
1018,스트라이커(남) 2차 각성: 패황 플레이 영상,dh6lFJCyuJg,2015-07-16T01:08:02Z,95297,68
1019,넨마스터(남) 2차 각성: 염황 광풍제월 플레이 영상,UO81GJH_9Bs,2015-07-16T01:07:46Z,83028,60
1020,[Act 13. 남자의 싸움 #2] 프로모션 영상,u20PSlSZj7Q,2015-07-16T01:07:32Z,113939,186
1021,[가이드] 격투가(남)-그래플러 결투장 추천 콤보,90rUEk89A9A,2015-06-25T07:10:55Z,14147,34
1022,[가이드] 격투가(남) - 그래플러 추천 스킬,aMOamfEuLp8,2015-06-25T07:10:28Z,7502,14
1023,[가이드] 격투가(남) - 스트리트파이터 추천 스킬,fnPAsU6_IeI,2015-06-25T07:10:14Z,7563,18
1024,[가이드] 격투가(남) - 스트리트파이터 결투장 추천 콤보,8PujG1IZII0,2015-06-25T07:09:58Z,19705,57
1025,[Act 13. 남자의 싸움] 프로모션 영상,e7X32Scu07U,2015-06-17T07:20:40Z,123553,289
1026,스트리트파이터(남) 2차 각성: 명왕 플레이 영상,J_O7gpfWOCs,2015-06-17T07:20:40Z,118000,99
1027,그래플러(남) 2차 각성: 그랜드 마스터 플레이 영상,pTiethsF-HM,2015-06-17T07:20:40Z,103233,82
1028,[던파채널 D] 이름하야~ 열.파.참!,AqVQhXk1H5E,2015-06-05T01:29:58Z,164469,110
1029,Act 12 외전. 결투장 시즌3!,CvFoAN_lCrE,2015-06-04T02:33:05Z,18773,31
1030,액션토너먼트 2015 Season 2,hTZVn_xv4pA,2015-06-04T00:02:28Z,20505,8
1031,[던전앤파이터X천호식품] 던파와 산수유가 남자에게 좋은 이유[5편],MLUdKnZUoIw,2015-05-19T00:55:30Z,10711,14
1032,[던전앤파이터X천호식품] 난 양파를 깔 테니 던파를 깔아라 [4편],sr322AznWls,2015-05-19T00:55:30Z,3927,8
1033,[도적 2차 각성] 시라누이 플레이 영상,kYbZPW5vBU4,2015-05-14T08:05:40Z,76407,42
1034,[도적 2차 각성] 사령술사 가이드,Vy70Od4KhAA,2015-05-14T08:05:40Z,58283,46
1035,[도적 2차 각성] 알키오네 플레이 영상,xi6I-cTEl2U,2015-05-14T08:05:40Z,76617,49
1036,[도적 2차 각성] 로그 가이드,jeinXs_IWXo,2015-05-14T08:05:40Z,55057,49
1037,[도적 2차각성] 그림리퍼 플레이 영상,_nn0nYEtrTU,2015-05-14T08:05:40Z,89019,53
1038,[도적 2차 각성] 쿠노이치 가이드,pdj5QC70Qf8,2015-05-14T08:05:39Z,58595,44
1039,[도적 2차 각성] 타나토스 플레이 영상,3I6d4upgkHo,2015-05-14T08:05:39Z,86802,58
1040,[던전앤파이터X천호식품] 도라지먹고레이드돌아야지 [3편],2e1ZSfs75EU,2015-05-11T01:32:18Z,7541,20
1041,[도적 2차 각성] 프로모션 영상 공개!,1zMjY0xSwzY,2015-05-07T03:47:12Z,159971,302
1042,[인터뷰] 던전앤파이터 디렉터를 만나다!,ENeHXDv6Pmg,2015-05-07T03:47:12Z,28436,49
1043,[던전앤파이터X천호식품] 진짜 좋은데 표현할 방법이 없네! [2편],RUvx6zEuato,2015-05-06T05:41:52Z,13284,18
1044,[던전앤파이터X천호식품] 참좋은데 표현할 방법이 없네! [1편],rwgOPfVXCTU,2015-04-30T01:12:57Z,43964,52
1045,[여격투가 도트 개편 CF] 그녀가 달라졌다?!,LMkQ8a-2-zg,2015-04-09T01:04:17Z,65878,75
1046,던파 19禁 버전 드디어 나오나?,Kur03jabhGg,2015-04-01T06:58:25Z,631113,362
1047,"Act 11 외전. 안톤, 반격의 시작",5NFzVCWGcNo,2015-03-11T09:43:04Z,21415,42
1048,에어리어 시네마틱 영상 - 젤바,h5TxOkJfrnM,2015-02-27T05:08:06Z,40159,56
1049,에어리어 시네마틱 영상 - 베히모스,4NHBcOSByKs,2015-02-27T05:06:37Z,21084,34
1050,에어리어 시네마틱 영상 - 북의쉼터,TqV963RQayc,2015-02-27T05:06:34Z,13885,15
1051,에어리어 시네마틱 영상 - 겐트,AdOkUUqEO9M,2015-02-27T05:06:31Z,13105,26
1052,에어리어 시네마틱 영상 - 루프트하펜,jwoNDh9OPj8,2015-02-27T05:06:28Z,13430,24
1053,에어리어 시네마틱 영상 - 쇼난,OudviipxXc8,2015-02-27T05:06:26Z,14681,23
1054,에어리어 시네마틱 영상 - 슬라우공업단지,WSS2-zETkAc,2015-02-27T05:06:21Z,18492,25
1055,에어리어 시네마틱 영상 - 실버크라운,A5F0mXbCKVg,2015-02-27T05:06:11Z,14226,17
1056,에어리어 시네마틱 영상 - 시궁창,dRhuPMVEEoo,2015-02-27T05:06:09Z,22966,26
1057,에어리어 시네마틱 영상 - 언더풋,74kyDIEXz0w,2015-02-27T05:06:02Z,12990,24
1058,[섀도우 댄서] 조신한 섀도우 댄서 가이드 [3편],f91INwS6HNc,2015-02-26T05:56:51Z,70914,43
1059,[섀도우 댄서] 조신한 섀도우 댄서 가이드 [2편],pPxKOK7qG8Q,2015-02-26T05:56:51Z,82911,30
1060,[섀도우 댄서] 조신한 섀도우 댄서 가이드 [1편],_xa8FDOmuIw,2015-02-26T05:56:51Z,19437,29
1061,[섀도우 댄서] 각성 나이트메어 영상,wlO52NjFOMk,2015-02-17T07:08:05Z,36196,15
1062,[섀도우 댄서] 플레이 영상,UXmUwwtfc0A,2015-02-17T07:08:05Z,105380,155
1063,[섀도우 댄서] 프로모션 영상,LDmN-_b0eKQ,2015-02-17T07:07:46Z,72449,195
1064,액션토너먼트 2015 WINTER 결승전 예고,x59A4Vm1yB4,2015-02-13T08:02:50Z,12644,28
1065,[여거너 2차 각성] 스톰트루퍼 플레이 영상,ld4SbKU78H8,2015-01-23T06:17:55Z,63702,52
1066,액션토너먼트 3주차 개인전 다시보기,cuw0RQYy9m0,2015-01-23T06:17:21Z,7459,34
1067,[프로모션] 죽은 자의 성 애니메이션,3e7Fj6vSlQ8,2015-01-23T06:05:09Z,134035,343
1068,액션토너먼트 2015 WINTER 3주차 하이라이트,BG0wXK2CYUc,2015-01-20T10:00:50Z,6663,28
1069,[차원의 균열] 프로모션 영상,EZW-jqUrxqg,2015-01-05T03:20:40Z,36849,100
1070,[여거너 2차 각성] 크림슨 로제,6qmIFKMI5ng,2014-12-11T02:24:14Z,83871,57
1071,[여거너 2차 각성] 프레이야,cVIsZNxNiII,2014-12-11T02:24:14Z,101720,84
1072,[여거너 2차 각성] 스톰트루퍼,q-cJJ1nccMM,2014-12-11T02:24:14Z,80214,46
1073,[여거너 2차 각성] 옵티머스,7ZJTYUYCmy8,2014-12-11T02:24:14Z,77256,50
1074,[여거너 2차 각성] 프로모션 영상,O8AuIFr1Jeg,2014-12-11T02:24:14Z,114496,337
1075,[던파페스티벌] 겨울 업데이트 소개 영상,A663VeefinE,2014-12-10T02:47:53Z,27531,85
1076,퍼즐던파 2.0 업데이트,BRnGQrNYYpo,2014-12-03T08:01:06Z,17471,12
1077,2014 DNF F1결투천왕대회!,8oC957fVPio,2014-11-28T05:49:33Z,26508,75
1078,액션토너먼트 2014/15 WINTER,DoS-e5GjX0c,2014-11-10T03:40:16Z,18837,12
1079,[프리스트 2차 각성] 태을선인 플레이 영상,DjZT_LO6q94,2014-10-22T07:03:26Z,153443,80
1080,[프리스트 2차 각성] 태을선인 &이모탈 공개!,RLk_f7Zq2Mk,2014-10-22T07:03:26Z,131617,212
1081,[프리스트 2차 각성] 이모탈 플레이 영상,ULG4W7XQQqM,2014-10-22T07:03:14Z,173225,130
1082,[프리스트 2차각성] 세인트 플레이 영상,cCoFEDIPAr4,2014-09-24T09:30:25Z,183117,103
1083,[프리스트 2차각성] 저스티스 플레이 영상,ecRVIFXY2Hk,2014-09-24T09:30:09Z,215002,154
1084,[프리스트 2차 각성] 세인트 & 저스티스 공개!,tUvM2bFAIX8,2014-09-24T09:29:45Z,233187,233
1085,[던파] 여마법사 2차각성 공개!,_6e1hpUgXk8,2014-08-29T03:20:19Z,138371,85
1086,[여마법사 2차각성] 업데이트 소개 영상,dS7Ppv93kCk,2014-08-21T06:41:00Z,176537,161
1087,심해탈출: 반격의 서막,p7ndiOn0wtI,2014-08-20T06:55:56Z,110206,30
1088,[여마법사 2차각성] 오버마인드 플레이 영상,N8xkkmSFwHQ,2014-08-12T08:08:20Z,165975,51
1089,[여마법사 2차각성] 지니위즈 플레이 영상,bJz4NctQBVI,2014-08-12T08:08:20Z,151883,54
1090,[여마법사 2차각성] 아슈타르테 플레이 영상,Sm92KFRswXo,2014-08-12T08:08:20Z,193218,77
1091,[여마법사 2차각성] 이클립스 플레이 영상,Jjz-JrzlKeM,2014-08-12T08:07:46Z,178280,51
1092,[던파] 사유리가 간다!,7cM535IzYqY,2014-07-18T08:16:50Z,42515,111
1093,[던파] 쿠노이치 업데이트 소개 영상,ZDpo3zz_wmA,2014-07-10T02:32:01Z,45123,76
1094,[던파] 쿠노이치 CF,z1sd0WTWsJk,2014-07-09T01:36:32Z,552357,592
1095,[던파] 진세연의 퍼즐던파 CF,2gNpMK6tCLg,2014-07-01T08:33:29Z,295697,80
1096,[던파 썸타다] 진세연의 여름 업데이트 소개 영상!,X-uhfcbeOU4,2014-06-25T10:01:32Z,46563,140
1097,[던파] 손끝쾌감!! 퍼즐던파를 즐겨보세연!,a-TbBPagL6Y,2014-06-25T08:22:41Z,6199,31
1098,[던파OST] BLACK OCEAN (Anton theme) - DnF SYMPHONY OST 'WORLD',W_wROeQX-78,2014-06-19T03:00:09Z,173829,819
1099,[던파OST] DnF Symphony OST (Teaser),mWs03iv3Iyw,2014-06-12T05:25:47Z,78276,208
1100,던전앤파이터 나이트워킹 현장스케치,c2czxGD9y30,2014-05-29T03:49:42Z,5644,13
1101,[던파] 시즌4 외전. 이계人 업데이트 영상,lbOIINRbljI,2014-05-29T03:48:35Z,15110,17
1102,[던파] Act4. 외전. 거대 드래곤 등장,PtELC0Q-D0A,2014-05-21T07:36:41Z,30268,27
1103,레이븐: 패스트 드로우,FF4ynXmB4jg,2014-05-08T08:31:22Z,253952,28
1104,프라임: HS 1,tYM1rhiu35k,2014-05-08T08:31:12Z,220617,15
1105,커맨더: 데인저 클로즈,_gHE3qzhnVE,2014-05-08T08:30:59Z,224394,26
1106,디스트로이어: 사이즈믹 웨이브,Li37pMCpyOA,2014-05-08T06:51:30Z,337613,16
1107,[던파] Act 4. Reload! 대규모 업데이트 영상,SqA9GmutBUE,2014-05-08T06:50:54Z,97471,142
1108,[던파] 안톤의 실체가 드러나는가?,t_xLvYEI2mQ,2014-03-27T01:15:58Z,60887,53
1109,[던파] 별에서 온 오바 밸런스,sJI-znS8qTQ,2014-03-27T01:15:33Z,75245,53
1110,[나이트] 전직 카오스 플레이 영상,odDQZwuwuig,2014-03-12T08:40:54Z,33610,17
1111,[나이트] 카오스 각성 마왕 소개 영상,QuveQ6Afs8M,2014-03-12T08:40:41Z,36354,12
1112,[던파] 신봉선 카오스 소개 영상,EDqfor1r6Qw,2014-03-12T08:40:14Z,66199,78
1113,[던파] 던파걸 아이유가 소개하는 결투장 시즌 2!,O67544pqaMo,2014-02-19T08:07:40Z,36211,150
1114,아이유와 봉선이 크리쳐 이벤트 소개,OWhroxvRvCg,2014-02-13T01:44:20Z,12480,52
1115,아이유의 잊혀진 땅 업데이트 소개,yLIzpTDKuss,2014-02-05T09:01:45Z,37579,197
1116,[나이트] TV CF 신봉선 번외편 공개!,i_SXsg33ELY,2014-02-05T06:12:09Z,137307,36
1117,[나이트] TV CF 현장 스케치&인터뷰 영상,hyEhnnnbb84,2014-01-24T01:33:55Z,33155,199
1118,[나이트] 아이유! 나이트 TV CF 풀 버전 공개!,v_bpV-i0BCo,2014-01-23T01:00:44Z,548120,1039
1119,[던파] 아이유와 함께하는 나이트 인터뷰 영상,b_vMfB7Ughw,2014-01-17T03:21:50Z,8985,52
1120,[나이트] 아이유가 함께한 나이트 CF 티징 영상!,Oj3LSuLmrTo,2014-01-16T04:21:34Z,32886,209
1121,시즌4 Act1. 차원이 다른 그녀 업데이트 소개 영상,efiemKHGDqc,2014-01-16T03:41:53Z,41642,59
1122,시즌4 Act1. 차원이 다른 그녀 업데이트 소개 영상,4bNnhIpO1QE,2014-01-15T11:43:46Z,28686,36
1123,[나이트] 전직 엘븐나이트 플레이 영상,IY3MAbSqaqw,2014-01-09T06:29:18Z,191269,43
1124,[엘븐나이트] 피스메이커 각성기 영상,P6QpkIu8bGg,2014-01-09T06:29:07Z,16901,12
1125,[DNF] 서유리가 공개하는 나이트!?,um_u0ADDYx8,2014-01-09T06:28:52Z,18981,28
1126,[신규캐릭터] 나이트(KNIGHT) 프로모션 영상,8rjVM4If4O8,2013-12-07T09:47:58Z,135545,125
1127,[신규캐릭터] 나이트(KNIGHT) 전직 애니메이션,qPh5x0W6cvQ,2013-12-07T08:49:54Z,101751,79
1128,DNF 한-중 F1 결투천왕대회 예고!,WiTEZTAYp7U,2013-11-28T04:34:53Z,16078,13
1129,2013 던파 페스티벌 THE MATCH 축하 메시지 영상,9S5MIMY1lKs,2013-11-21T03:43:52Z,64351,19
1130,[DNF] 홍세라의 미친가이드 5편,kprx0HAn0Yk,2013-09-30T10:23:21Z,4795,16
1131,[DNF] 홍세라의 미친가이드 4편,DnAgoOW9Mv4,2013-09-26T10:16:16Z,6418,10
1132,[DNF] 홍세라의 미친 가이드 2편,9v9uqquL_Q0,2013-09-17T06:28:44Z,4727,9
1133,[DNF] 홍세라의 미친 가이드 3편,D1cyqKE1A64,2013-09-17T06:21:21Z,4124,8
1134,[DNF] 홍세라의 미친 가이드 1편,qvkSZU071NY,2013-09-13T06:12:01Z,6554,23
1135,[던파OST] 대전이 테마곡 '그 희망의 빛' 녹음현장,nRU_kY2VCPA,2013-09-10T03:31:27Z,26241,91
1136,[던파CF] 다시 시작되는 우리들의 이야기,TA9lOOo-Seg,2013-09-06T07:13:53Z,33628,48
1137,[대전이] 스토리 애니메이션 풀버전,qBE9jjKLEBY,2013-09-06T05:36:54Z,153517,407
1138,[대전이] 다크템플러 각성 - 암제,TSKiJJR93L0,2013-09-04T01:37:08Z,30418,10
1139,[대전이] 베가본드 각성 - 검호,173aBVycG0Q,2013-09-04T01:36:56Z,22113,15
1140,[대전이] 여귀검사 신규 전직 - 다크 템플러,Ofb_npys3wA,2013-09-04T01:36:41Z,52871,18
1141,[대전이] 여귀검사 신규 전직 - 베가 본드,qQ_s4wi1Yuw,2013-09-04T01:36:31Z,66501,24
1142,[프로모션] 대전이 업데이트,wC0zZmJNCJY,2013-09-04T01:36:12Z,35350,44
1143,[던파OST] Seria Gate (Piano),sfedMFj7ffY,2013-08-29T00:47:42Z,70135,520
1144,[던파OST] Character Select Stage (Piano),64Xz1rEipgA,2013-08-29T00:47:20Z,69580,542
1145,9/12 대전이 티징 영상,QXQ-Ls13ksw,2013-08-12T06:29:41Z,162904,34
1146,[던파OST] Leshphon (Piano),2B4dUnveizU,2013-08-08T02:13:57Z,136465,606
